cc_alias	cc_id	language	lexeme	lexeme_id	status	comments 1	comments 2	comments 3
horn-A	2457	Old_High_German	horn	27967				
horn-A	2457	Old_Norse	horn	21668				
horn-A	2457	Romansh	tgiern	26447				
horn-A	2457	Rumanian_List	korn	25058				
horn-A	2457	Schwyzerdutsch	horn	29082				
horn-A	2457	Spanish	'kweɾno	25059				
horn-A	2457	Swedish	hu:ɳ	25054				
horn-A	2457	Welsh_N	corn	25057	LOAN	?		
horn-C	2459	Irish_B	ɤ.əɾk	26918				
horn-C	2459	Old_Irish	adarc	28213				
horn-C	2459	Scots_Gaelic	ɤ.əɾk	23921				
horn-D	2461	Spanish	hasta	25033			SS	asta? ‹Schaft, Lanze, Horn› < lat. hasta 
how-B	242	Afrikaans	HOE	275				
how-B	242	Breton_ST	pẽ'nɔ:s	3023				
how-B	242	Catalan	kɔm	4003				
how-B	242	Danish	vɒˈle:ðəs	4788				
how-B	242	Dutch_List	hu	4988				
how-B	242	English	haʊ	5187				
how-B	242	Faroese	HVUSSUR	5385				
how-B	242	Flemish	HOE	5582				
how-B	242	French	kɔmɑ̃	5781			SS	comme? comment = comme X -mente
how-B	242	Frisian	HO'T	6373				
how-B	242	Friulian	cemût	26241				
how-B	242	German	vi:	6566				
how-B	242	Gothic	ƕaiwa	20001				
how-B	242	Icelandic_ST	HVERNIG, HVERSU	8329				
how-B	242	Irish_B	COINNUS	8722				
how-B	242	Italian	'kome	8918			SS	< quomodo; how-B: nur Anlaut gleich → Subgruppen?
how-B	242	Ladin	QUANT	9499				
how-B	242	Latin	quī	20429				
how-B	242	Latin	kwam	27659				
how-B	242	Latin	quando	20428				
how-B	242	Latin	quōmodo	20427				
how-B	242	Luxembourgish	wéi	24090				
how-B	242	Norwegian	HVORLEDES	13223				
how-B	242	Old_English	hū	21411				
how-B	242	Old_High_German	wuo	27968				
how-B	242	Old_High_German	wio	27969				
how-B	242	Old_Irish	cía cruth	28214				
how-B	242	Old_Norse	hvé	21669				
how-B	242	Portuguese_ST	'komu	12824				
how-B	242	Provencal	COUME	13024				
how-B	242	Romansh	co	26448				
how-B	242	Rumanian_List	kum	13421				
how-B	242	Sardinian_C	KOMMENTI	14012				
how-B	242	Sardinian_N	KOMENTE	14411				
how-B	242	Schwyzerdutsch	wie	29083				
how-B	242	Scots_Gaelic	cionnas	23855				
how-B	242	Scots_Gaelic	ciamar	23854				
how-B	242	Spanish	'komo	15983				
how-B	242	Swedish	'hʉ:rɵ	16182				
how-B	242	Walloon	KIMINT	17920				
how-G	2153	Welsh_N	SUT	18512				
hunt-B	243	Afrikaans	JAG, JA (AG), JAE	276				
hunt-B	243	Danish	'jɛ:jə	4789				
hunt-B	243	Dutch_List	'jaɣə(n)	4989				
hunt-B	243	Flemish	JAGEN	5583				
hunt-B	243	Frisian	JEIJE	6374				
hunt-B	243	German	'ja:gn̩	6567				
hunt-B	243	Luxembourgish	joen	24191				
hunt-B	243	Norwegian	GA PA JAKT	13224				
hunt-B	243	Old_High_German	jagōt	27970				
hunt-B	243	Schwyzerdutsch	jage	29084				
hunt-B	243	Swedish	ˈjɑːɡa	16183				
hunt-E	894	Breton_ST	ʃa'seal	3024	LOAN	Latin		
hunt-E	894	Catalan	kə'sa	4004				
hunt-E	894	Cornish	chassya	19708	LOAN	Latin		
hunt-E	894	French	ʃase	5782				
hunt-E	894	Friulian	cjaçâ	26242				
hunt-E	894	Italian	kat'tʃare	8919				
hunt-E	894	Ladin	CHATSCHER	9500				
hunt-E	894	Portuguese_ST	kɐˈsaɾ	12825				
hunt-E	894	Provencal	kaˈsa	13025				
hunt-E	894	Romansh	chatchar	26449				
hunt-E	894	Sardinian_C	KASSAI	14013				
hunt-E	894	Sardinian_N	KATHTHARE	14412				
hunt-E	894	Spanish	ka'θaɾ	15984				
hunt-E	894	Walloon	TCHESSI	17921				
hunt-H	1349	English	hʊnt	5188				
hunt-H	1349	Gothic	frahinþan	20003				
hunt-H	1349	Old_English	huntaþ	21412				
hunt-I	1369	Faroese	VEIDA (VEIDA)	5386			SS	wurzelverwandt mit hunt-N
hunt-I	1369	Icelandic_ST	VEIOA	8330				
hunt-I	1369	Old_High_German	weid(en)ōt	27971				
hunt-I	1369	Old_Norse	veiða	21670				
hunt-K	1716	Cornish	helghya	19707				
hunt-K	1716	Scots_Gaelic	ʃaɫ̪aɡ	23966				
hunt-K	1716	Welsh_N	HELA	18513				
hunt-N	2722	Latin	venatur	20430			SS	letztlich wohl zu hunt-I (+ -dh-)
hunt-N	2722	Rumanian_List	a vâna	13422				
hunt-O	2723	Irish_B	DUL AG FLADHACH	8723				
husband-B	244	Afrikaans	MAN	277				
husband-B	244	Danish	man	4790				
husband-B	244	Faroese	ˈmɛavʊr	5387				
husband-B	244	Flemish	MAN	25538				
husband-B	244	Frisian	mɔn	27217				
husband-B	244	German	'e:əman	6568				
husband-B	244	Icelandic_ST	ˈeiːjɪn.maːðʏr	8331				
husband-B	244	Luxembourgish	Mann	24117				
husband-B	244	Norwegian	ektemann	31705				
husband-B	244	Old_High_German	gomman	27972				
husband-B	244	Old_Norse	maðr	21672				
husband-B	244	Schwyzerdutsch	maa	29085				
husband-B	244	Swedish	man	26982				
husband-E	713	Catalan	məˈɾit	4005				
husband-E	713	French	maʀi	5783				
husband-E	713	Friulian	marît	26607				
husband-E	713	Italian	ma'rito	8920				
husband-E	713	Ladin	MARID	9501				
husband-E	713	Latin	maˈriːtus	20431				
husband-E	713	Portuguese_ST	mɐˈɾiðu	12826				
husband-E	713	Provencal	MARIT	13026				
husband-E	713	Sardinian_C	MARIRU	14014				
husband-E	713	Sardinian_N	MARITU	14413				
husband-E	713	Spanish	ma'ɾiðo	15985				
husband-G	1093	Breton_ST	gwa:s	3025				
husband-H	2740	English	hʌzbənd	5189				--> husband-O
husband-H	2740	Faroese	ˈhʏsˌbœndɪ	26947				
husband-H	2740	Swedish	HUSHALLA	16184			SS	? wohl nur VG = husband-H
husband-J	1606	Cornish	gour	19709				
husband-J	1606	Irish_B	fʲaɾˠ	26913				
husband-J	1606	Irish_B	FEAN POSTA	8724				
husband-J	1606	Old_English	wer	21413				
husband-J	1606	Old_Irish	fer	28216				
husband-J	1606	Old_Norse	verr	21671				
husband-J	1606	Scots_Gaelic	fear-pòsta	23892				
husband-J	1606	Welsh_N	gu:r	18514				
husband-N	2046	Rumanian_List	BARBAT	25547				
husband-O	2519	English	hʌzbənd	5189	LOAN	Norse	SS	schon in husband-H
husband-O	2519	Old_Norse	bóndi	21673			SS	husbondi
husband-S	2727	Catalan	əs'pɔs	25542				
husband-S	2727	Italian	'spozo	25546				
husband-S	2727	Portuguese_ST	ɨʃˈpozu	25544				
husband-S	2727	Spanish	es'poso	25543				
husband-T	2729	Catalan	ˈɔmə	25541				
husband-T	2729	Friulian	om	26243				
husband-T	2729	Provencal	OME	25545				
husband-T	2729	Romansh	um	26608				
husband-T	2729	Walloon	OME	17922				
husband-V	2732	Afrikaans	EGGENOOT	25539				
husband-V	2732	Dutch_List	'ɛχtχənot	4990				
husband-V	2732	Flemish	ECHTGENOOT	5584				
husband-V	2732	German	'e:əman	6568				
husband-X	2735	Flemish	ECHTGENOOT	5584			SS	schon husband-V
I-A	62	Afrikaans	EK, EKKE	278				
I-A	62	Breton_ST	me:	3026				
I-A	62	Catalan	ʒɔ, jɔ	4006				
I-A	62	Cornish	mi	19710				
I-A	62	Danish	jɑj	4791				
I-A	62	Dutch_List	ɪk	4991				
I-A	62	English	aɪ	5190				
I-A	62	Faroese	e:	5388				
I-A	62	Flemish	IK	5585				
I-A	62	French	ʒə	5784				
I-A	62	Frisian	ɪk, ɪkə	6375				
I-A	62	Friulian	jo	26244				
I-A	62	German	ɪç	6569				
I-A	62	Gothic	ik	20005				
I-A	62	Icelandic_ST	jɛɣ	8332				
I-A	62	Irish_B	mʲeː	8725				
I-A	62	Italian	'io	8921				
I-A	62	Ladin	EAU	9502				
I-A	62	Latin	ego	20432				
I-A	62	Luxembourgish	œx	24076				
I-A	62	Norwegian	jæɪ	13225				
I-A	62	Old_English	ic	21414				
I-A	62	Old_High_German	mih	27974				
I-A	62	Old_High_German	ih	27973				
I-A	62	Old_Irish	mé	28217				
I-A	62	Old_Norse	ek	21674				
I-A	62	Portuguese_ST	eu	12827				
I-A	62	Provencal	jew	13027				
I-A	62	Romansh	jeu	26451				
I-A	62	Rumanian_List	jew, jo	13424				
I-A	62	Sardinian_C	DEU	14015				
I-A	62	Sardinian_N	JEO	14414				
I-A	62	Schwyzerdutsch	i(g)	29004				
I-A	62	Scots_Gaelic	mi	23837				
I-A	62	Spanish	ʝo	15986				
I-A	62	Swedish	ˈjɑːɡ, ˈjɑː	16185				
I-A	62	Walloon	DJI	17923				
I-C	2154	Welsh_N	i, vi	18515				
ice-B	245	Afrikaans	YS	279				
ice-B	245	Danish	is	4792				
ice-B	245	Dutch_List	ɛis	4992				
ice-B	245	English	aɪs	5191				
ice-B	245	Faroese	ˈʊisʊr	5389				
ice-B	245	Flemish	YS	5586				
ice-B	245	Frisian	iːs	6376				
ice-B	245	German	a‿is	6570				
ice-B	245	Gothic	*ei-s	20006				
ice-B	245	Icelandic_ST	i:s	8333				
ice-B	245	Luxembourgish	Äis	24246				
ice-B	245	Norwegian	IS	13226				
ice-B	245	Old_English	īs	21415				
ice-B	245	Old_High_German	īs	27975				
ice-B	245	Old_Norse	íss	21675				
ice-B	245	Schwyzerdutsch	iisch	29086				
ice-B	245	Swedish	i:s	16186				
ice-G	895	Catalan	GLAS	27080				
ice-G	895	Catalan	ʒɛl	4007				
ice-G	895	Cornish	clini	19712	LOAN	?		
ice-G	895	French	glas	5785				
ice-G	895	Friulian	glaç	26245				
ice-G	895	Italian	'gjattʃo	8922				
ice-G	895	Ladin	GLATSCH	9503				
ice-G	895	Latin	glacies	20433				
ice-G	895	Portuguese_ST	ˈʒelu	12828				
ice-G	895	Provencal	GLACO, GEU	13028				
ice-G	895	Romansh	glatsch	26452				
ice-G	895	Rumanian_List	gheață	13425				
ice-G	895	Sardinian_C	GIACCU	14016				
ice-G	895	Spanish	'jelo	15987				
ice-G	895	Walloon	GLECE	17924				
ice-H	1021	Breton_ST	skɔrn	3027				
ice-K	2741	Irish_B	əi̯ɾʲ	26932				
ice-K	2741	Irish_B	LEAC OIDHRE	8726				
ice-K	2741	Old_Irish	aig	28219				
ice-K	2741	Scots_Gaelic	eighre	24026				
ice-K	2741	Scots_Gaelic	deigh	24025				
ice-K	2741	Welsh_N	IA	25550				
ice-P	2742	Cornish	rew	19711				
ice-P	2742	Welsh_N	RHEW	18516				
if-B	246	Afrikaans	INDIEN	25562				
if-B	246	Dutch_List	ɪn'din	4993				
if-G	896	Catalan	si	4008				
if-G	896	French	si	5786				
if-G	896	Friulian	se	26246				
if-G	896	Italian	se	8923				
if-G	896	Ladin	SCHA	9504				
if-G	896	Latin	siː	20434				
if-G	896	Portuguese_ST	sɨ	12829				
if-G	896	Provencal	SE	13029				
if-G	896	Romansh	sche	26453				
if-G	896	Sardinian_C	SI	14017				
if-G	896	Sardinian_N	SI	14416				
if-G	896	Spanish	si	15988				
if-G	896	Walloon	SI	17925				
if-H	1022	Breton_ST	ma, mar	3028				
if-H	1022	Cornish	mar	19713				
if-H	1022	Irish_B	MA, DA	8727				
if-H	1022	Old_Irish	ma-	28220				
if-H	1022	Scots_Gaelic	ma	24072				
if-J	1316	Danish	ves	4793				
if-J	1316	Faroese	VISS	25564				
if-J	1316	Norwegian	HVIS	13227				
if-K	2751	Faroese	ʊmː	5390				
if-K	2751	Swedish	ɔm	16187				
if-L	2753	Rumanian_List	ˈdakə	13426				
if-O	2155	Welsh_N	OS	18517				
if-R	2746	English	ɪf	5192				
if-R	2746	Frisian	ɔf	6377				
if-R	2746	Gothic	jabai	20007				
if-R	2746	Icelandic_ST	EF	8334				
if-R	2746	Old_English	gif	21416				
if-R	2746	Old_High_German	ibu	27977				
if-R	2746	Old_Norse	ef	21676				
if-U	2750	German	vɛn	6571				
if-U	2750	Luxembourgish	wann	24292				
if-U	2750	Schwyzerdutsch	we(nn)	29087				
if-V	2752	Swedish	i'fal	25558				
in-E	2754	Afrikaans	IN	281				
in-E	2754	Breton_ST	e, ẽ:	3029				
in-E	2754	Catalan	dins	27009				
in-E	2754	Cornish	en	19719				
in-E	2754	Danish	i	4794				
in-E	2754	Dutch_List	ɪn	4994				
in-E	2754	English	ɪn	5193				
in-E	2754	Faroese	I	5391				
in-E	2754	Flemish	IN	5587				
in-E	2754	French	dɑ̃	5787			SS	de-in-tus
in-E	2754	Frisian	'bɪnən	6378				
in-E	2754	Friulian	in	26247				
in-E	2754	German	ɪn	6572				
in-E	2754	Gothic	in	20008				
in-E	2754	Icelandic_ST	I	8335				
in-E	2754	Irish_B	ɪ	8728				
in-E	2754	Italian	in	8924				
in-E	2754	Ladin	IN	9505				
in-E	2754	Latin	in	20435				
in-E	2754	Luxembourgish	an	24288				
in-E	2754	Luxembourgish	dran	24289				
in-E	2754	Norwegian	I	13228				
in-E	2754	Old_English	in	21417				
in-E	2754	Old_High_German	in	27978				
in-E	2754	Old_Irish	i	28221				
in-E	2754	Old_Norse	í	21677				
in-E	2754	Portuguese_ST	ɐ̃j	12830				
in-E	2754	Provencal	EN	25581				
in-E	2754	Provencal	DINS, DEDINS	13030				
in-E	2754	Romansh	en	26454				
in-E	2754	Rumanian_List	ɨn	13427				
in-E	2754	Sardinian_C	IN	14018				
in-E	2754	Sardinian_N	IN	14417				
in-E	2754	Schwyzerdutsch	i	29088				
in-E	2754	Scots_Gaelic	ann	24068				
in-E	2754	Spanish	en	15989				
in-E	2754	Swedish	iː, ɪ	16188				
in-E	2754	Walloon	DIVINS	17926				
in-E	2754	Welsh_N	YN	18518				
in-J	2761	Dutch_List	bɛi	25577				
in-J	2761	Flemish	BY	25574				
in-K	2762	Catalan	dins	27009				
in-K	2762	Catalan	DE	25584				
in-K	2762	French	dɑ̃	5787			SS	schon in-E
in-K	2762	Provencal	DINS, DEDINS	13030			SS	schon in-E
in-K	2762	Walloon	DIVINS	17926				
in-L	2763	Dutch_List	ɔp	25579				
in-L	2763	Flemish	OP	25575				
in-M	2764	Catalan	a	25583				
in-M	2764	Dutch_List	vɑn	25578				
in-V	2546	Catalan	də	25191				
kill-B	248	Danish	ˈdʁε:bə	4795				
kill-B	248	Faroese	DREPA	5392				
kill-B	248	Icelandic_ST	ˈtrɛːpa	8336				
kill-B	248	Norwegian	DREPE	13229				
kill-B	248	Old_Norse	drepa	21679				
kill-B	248	Swedish	'drɛ:pa	24787				
kill-F	788	Ladin	MURENTER	24775				
kill-F	788	Old_Irish	marbaid	28222	EXCLUDE			
kill-F	788	Rumanian_List	a omoˈrɨ	13428	LOAN	Slavic		
kill-F	788	Scots_Gaelic	marbh	23964				
kill-G	897	Catalan	mə'ta	27081				
kill-G	897	Portuguese_ST	mɐˈtaɾ	12831				
kill-G	897	Spanish	ma'taɾ	15990				
kill-H	1023	Breton_ST	'la:zã	3030				
kill-H	1023	Cornish	ladhé	19720				
kill-H	1023	Welsh_N	LLADD	18519				
kill-J	1351	English	kɪl	5194				
kill-K	1395	French	tɥe	5788				
kill-K	1395	Provencal	TUA	13031				
kill-K	1395	Walloon	TOUWER	17927				
kill-N	2070	Sardinian_C	BOCCIRI	14019				
kill-O	2300	Italian	ut'tʃidere	8925			SS	aital. occidere
kill-O	2300	Latin	occīdere	20437	EXCLUDE			
kill-O	2300	Rumanian_List	a uˈtʃide	24774				
kill-O	2300	Sardinian_N	UKKIERE	14418				
kill-P	2301	Friulian	maçâ	31652				
kill-P	2301	Italian	ammat'tsare	24776				
kill-P	2301	Ladin	MAZZER	9506				
kill-P	2301	Romansh	mazzar	26455				
kill-S	2304	Dutch_List	'slɑχtə(n)	24777				
kill-S	2304	Gothic	afslahiþ	20011				
kill-S	2304	Old_English	sliehþ	21418				
kill-S	2304	Old_High_German	(ar)slehit	27979				
kill-T	2305	Afrikaans	DOODMAAK	282				
kill-T	2305	Dutch_List	'dodə(n)	4995				
kill-T	2305	Flemish	DOODEN	5588				
kill-T	2305	Frisian	DEIJE	27669				
kill-T	2305	Frisian	'dɪ.ədzjə	6379				
kill-T	2305	German	'tø:tn̩	6573				
kill-T	2305	Gothic	afdauþeiþ	20010				
kill-T	2305	Luxembourgish	doud maachen	24189				
kill-T	2305	Old_High_German	gitōtit	27980				
kill-T	2305	Old_Norse	deyðir	21680				
kill-T	2305	Schwyzerdutsch	töte	29089				
kill-T	2305	Swedish	døːda	16189				
kill-V	3503	Old_Irish	orcaid	29488				
kill-X	4018	Friulian	copâ	26248				
kill-X	4018	Romansh	coppar	31606				
knee-C	2790	Italian	ro'tɛlla	25623			SS	spez. ‹Kniescheibe›
knee-C	2790	Spanish	ro'ðiʎa	25021				
knee-N	2456	Breton_ST	'glĩ:n	25025				
knee-N	2456	Catalan	ʒə'noʎ, dʒe'noʎ	26997				
knee-N	2456	Cornish	pedngli:n	19721				
knee-N	2456	Danish	knε	25026				
knee-N	2456	Dutch_List	kni	25029				
knee-N	2456	English	ni:	25028				
knee-N	2456	French	ʒənu	25020				
knee-N	2456	Friulian	zenoli	26249				
knee-N	2456	German	kni:	25030				
knee-N	2456	Gothic	kniu	20012				
knee-N	2456	Irish_B	ɡˠɫuːɲ	25023				
knee-N	2456	Italian	dʒi'nɔkkjo	25019			SS	< genuculum zu klass. genicululum bzw. geniculus
knee-N	2456	Latin	ˈɡe.nuː	20438				
knee-N	2456	Luxembourgish	Knéi	24160				
knee-N	2456	Old_English	cnēow	21419				
knee-N	2456	Old_High_German	cneo	27981				
knee-N	2456	Old_High_German	kniu	29000				
knee-N	2456	Old_Irish	glún	28223				
knee-N	2456	Old_Norse	kné	21681				
knee-N	2456	Provencal	(d)ʒeˈnul	27017				
knee-N	2456	Romansh	schanugl	26456				
knee-N	2456	Rumanian_List	dʒeˈnunkʲ	25022				
knee-N	2456	Schwyzerdutsch	chnöi	29090				
knee-N	2456	Scots_Gaelic	glùn	23935				
knee-N	2456	Swedish	knɛ:	25027				
knee-N	2456	Welsh_N	glin	25024				
know-A	249	Catalan	ku'nɛʃə	27084	EXCLUDE			
know-A	249	English	nəʊ	5195				
know-A	249	Friulian	cognossi	31653				
know-A	249	Irish_B	AITHNIGHIM	8730				
know-A	249	Latin	nōscere	28380	EXCLUDE			
know-A	249	Romansh	enconuscher	31607				
know-C	898	Catalan	sə'ße	27083				
know-C	898	French	savwaʀ	5789				
know-C	898	Friulian	savê	26250				
know-C	898	Italian	sa'pere	8926				
know-C	898	Ladin	SAVAIR	9507				
know-C	898	Portuguese_ST	sɐˈbeɾ	12832				
know-C	898	Provencal	SABE, SAUPRE	13032				
know-C	898	Romansh	saver	26457				
know-C	898	Spanish	sa'βeɾ	15991				
know-C	898	Walloon	SAVEUR, SAVU, SEPI	17928				
know-D	2047	Latin	ˈskiːre	20439				
know-D	2047	Rumanian_List	a ʃti	13429				
know-D	2047	Sardinian_C	SIRI	14020				
know-D	2047	Sardinian_N	ISKIRE	14419				
know-F	2307	Afrikaans	WEET	283				
know-F	2307	Breton_ST	'gu:zut	3031				
know-F	2307	Cornish	goðəs	19722				
know-F	2307	Danish	ˈvi:ðə	4796				
know-F	2307	Dutch_List	'wetə(n)	4996				
know-F	2307	Faroese	VITA	5393				
know-F	2307	Flemish	WETEN	5589				
know-F	2307	Frisian	'vɪtə	6380				
know-F	2307	German	'vɪsn̩	6574				
know-F	2307	Gothic	wait	20013				
know-F	2307	Icelandic_ST	ˈvɪːta	8337				
know-F	2307	Irish_B	t̪ˠɑː ə fʲɪsˠ əɡ	26925				
know-F	2307	Luxembourgish	wëssen	24182				
know-F	2307	Norwegian	VITE	13230				
know-F	2307	Old_English	wāt	21420				
know-F	2307	Old_High_German	weiz	27982				
know-F	2307	Old_Irish	ro·fitir	28224				
know-F	2307	Old_Norse	vita	21682				
know-F	2307	Schwyzerdutsch	wüsse	29091				
know-F	2307	Scots_Gaelic	ha(:) fɪs ek	23957				
know-F	2307	Swedish	've:ta	16190				
know-F	2307	Welsh_N	GWYBOD	18520				
lake-B	250	Afrikaans	MEER, PAN	284				
lake-B	250	Dutch_List	mer	4997				
lake-B	250	Flemish	MEER	5590				
lake-B	250	Old_English	mere	21421				
lake-E	899	Breton_ST	lɛn	3032	WRONG			
lake-E	899	Catalan	ʎak	25590				
lake-E	899	Cornish	lynn	19724	WRONG			
lake-E	899	English	leɪk	5196	LOAN	French		
lake-E	899	French	lak	5790				
lake-E	899	Friulian	lâc	26251				
lake-E	899	Irish_B	lʲiːnʲ, lʲɪnʲ	26931	WRONG			
lake-E	899	Irish_B	l̪ˠɔx	8731				
lake-E	899	Italian	'lago	8927				
lake-E	899	Ladin	LEJ, LEIH	9508				
lake-E	899	Latin	lacus	20440				
lake-E	899	Old_Irish	loch	28225				
lake-E	899	Portuguese_ST	'lagu	12833				
lake-E	899	Provencal	LAU, CLAR	13033				
lake-E	899	Romansh	lai	26458				
lake-E	899	Rumanian_List	lac	13430				
lake-E	899	Sardinian_C	LAGU	14021				
lake-E	899	Sardinian_N	LAGU	14420				
lake-E	899	Scots_Gaelic	ɫ̪ɔx	24009				
lake-E	899	Spanish	'laɣo	15992				
lake-E	899	Walloon	LAC	17929				
lake-E	899	Welsh_N	LLYN	18521	WRONG			
lake-G	1317	Danish	so	4797				
lake-G	1317	German	ze:	6575				
lake-G	1317	Gothic	saiws	20014				
lake-G	1317	Luxembourgish	Séi	24233				
lake-G	1317	Old_English	sǣ	21422				
lake-G	1317	Old_High_German	sēo	27983				
lake-G	1317	Schwyzerdutsch	see	29092				
lake-G	1317	Swedish	ɧøː	16191				
lake-H	1370	Faroese	vatn	5394				
lake-H	1370	Icelandic_ST	vaʰtn	8338				
lake-H	1370	Norwegian	VANN	13231				
lake-H	1370	Old_Norse	vatn	21683				
laugh-B	251	Afrikaans	LAG	285				
laugh-B	251	Danish	le	4798				
laugh-B	251	Dutch_List	'lɑχə(n)	4998				
laugh-B	251	English	lɑ:f	5197				
laugh-B	251	Faroese	LAEA	5395				
laugh-B	251	Flemish	LACHEN	5591				
laugh-B	251	Frisian	'laitsjə	25607				
laugh-B	251	German	'laxn̩	6576				
laugh-B	251	Gothic	hlahjiþ	20015				
laugh-B	251	Icelandic_ST	ˈl̥aiːja	8339				
laugh-B	251	Luxembourgish	laachen	24178				
laugh-B	251	Norwegian	LE	13232				
laugh-B	251	Old_English	hliehþ	21423				
laugh-B	251	Old_High_German	lehhit	27984				
laugh-B	251	Old_Norse	hlæja	21684				
laugh-B	251	Schwyzerdutsch	lache	29093				
laugh-F	900	Catalan	'riuwɾə	4013				
laugh-F	900	French	ʀiʀ	5791				
laugh-F	900	Friulian	ridi	26252				
laugh-F	900	Italian	'ridere	8928				
laugh-F	900	Ladin	RIR	9509				
laugh-F	900	Latin	rīdēre	20441				
laugh-F	900	Portuguese_ST	ɾiɾ	12834				
laugh-F	900	Provencal	RIRE	13034				
laugh-F	900	Romansh	rir	26459				
laugh-F	900	Rumanian_List	a râde	13431				
laugh-F	900	Sardinian_C	ARRIRI	14022				
laugh-F	900	Sardinian_N	RIDERE	14421				
laugh-F	900	Spanish	re'iɾ	15993				
laugh-F	900	Walloon	RIRE	17930				
laugh-G	1024	Breton_ST	xwarzĩn	3033				
laugh-G	1024	Cornish	hwertin	19725				
laugh-G	1024	Welsh_N	CHWERTHIN	18522				
laugh-I	1718	Irish_B	bʲiː ə ˈɡaːɾʲə	26924				
laugh-I	1718	Irish_B	DO DHEANAMH GAIRE	8732				
laugh-I	1718	Scots_Gaelic	gàir	23953				
laugh-I	1718	Scots_Gaelic	dèan gàire	23954				
laugh-K	2102	Swedish	'skrata	16192				
leaf-B	252	Afrikaans	BLAD, BLAAR	286			SS	leaf-B Wurzeletymologie → Subgruppen?
leaf-B	252	Catalan	'fuʎa	4014				
leaf-B	252	Dutch_List	blɑt	4999				
leaf-B	252	Faroese	blɛaː	5396				
leaf-B	252	Flemish	BLAD	5592				
leaf-B	252	French	fœj	5792				
leaf-B	252	Frisian	blɛ:t	6382				
leaf-B	252	Friulian	fuee	26253				
leaf-B	252	German	blat	6577				
leaf-B	252	Icelandic_ST	plaːð	8340				
leaf-B	252	Italian	'fɔʎʎo	8929				
leaf-B	252	Ladin	FOGLIA	9510				
leaf-B	252	Latin	ˈfoli.um	20442				
leaf-B	252	Luxembourgish	Blat	24133				
leaf-B	252	Norwegian	blad	13233				
leaf-B	252	Old_English	blœd	28996				
leaf-B	252	Old_High_German	blat	27985				
leaf-B	252	Portuguese_ST	ˈfoʎɐ	12835				
leaf-B	252	Provencal	FUEIO	13035				
leaf-B	252	Romansh	fegl, feglia	26460				
leaf-B	252	Rumanian_List	FOAIE	24790				
leaf-B	252	Sardinian_C	FOLLA	14023				
leaf-B	252	Schwyzerdutsch	blatt	29094				
leaf-B	252	Spanish	'oxa	15994				
leaf-B	252	Swedish	blɑ:d	24791				
leaf-B	252	Walloon	FOUYE, FOYE	17931				
leaf-F	901	Rumanian_List	ˈfrunzə	13432				
leaf-G	1025	Breton_ST	'dɛljɛn	3034				
leaf-G	1025	Cornish	delen	19726				
leaf-G	1025	Irish_B	d̪ˠɪlʲə	8733				
leaf-G	1025	Old_Irish	duille	28227				
leaf-G	1025	Scots_Gaelic	duilleag	23908				
leaf-G	1025	Welsh_N	DEILEN	18523				
leaf-I	1861	Danish	lɒw	4799				
leaf-I	1861	English	li:f	5198				
leaf-I	1861	Gothic	laufs	20016				
leaf-I	1861	Old_English	lēaf	21424				
leaf-I	1861	Old_High_German	loub	27986				
leaf-I	1861	Old_Norse	lauf	21685				
leaf-I	1861	Swedish	lø:v	16193				
left-B	253	Afrikaans	LINKS, HOT	287				
left-B	253	Dutch_List	lɪŋks	5000				
left-B	253	Flemish	LINKSCH	5593				
left-B	253	Frisian	lɪɪks	6383				
left-B	253	German	lɪŋk	6578				
left-B	253	Luxembourgish	lénks	24283				
left-B	253	Old_High_German	slinc	28997				
left-B	253	Schwyzerdutsch	linggs	29095				
left-H	902	Catalan	si'nistɾə	25613				
left-H	902	Italian	si'nistro	8930				
left-H	902	Ladin	SCHNESTER	9511				
left-H	902	Latin	sinister	20443				
left-H	902	Romansh	sanester	26461				
left-I	1026	Breton_ST	klɛjs	3035				
left-I	1026	Cornish	kledh	19727				
left-I	1026	Gothic	hleiduma	20017				
left-I	1026	Irish_B	clʲeː	8734				
left-I	1026	Old_Irish	clé	28228				
left-I	1026	Scots_Gaelic	clì	24066				
left-K	1318	Danish	ˈvεnsd̥ʰʁʌ	4800				
left-K	1318	Faroese	VINSTRI	5397				
left-K	1318	Icelandic_ST	VINSTRI	8341				
left-K	1318	Norwegian	VENSTRE	13234				
left-K	1318	Old_English	winestra	21425				
left-K	1318	Old_High_German	winistar	27987				
left-K	1318	Old_Norse	vinstri	21686				
left-K	1318	Swedish	'vɛnstər	16194				
left-L	1396	French	goʃ	5793	LOAN	German	SS	LOAN aus germ. (langob., fränk. walkan)? So Meyer-Lübke.
